step,loss
0,0.8384028
100,0.22511113
200,0.18010068
300,0.15692833
400,0.12188108
500,0.13622533
600,0.13140136
700,0.1198321
800,0.13677397
900,0.12624013
1000,0.12372314
1100,0.09536649
1200,0.1340633
1300,0.08924275
1400,0.10777253
1500,0.08608259
1600,0.08401195
1700,0.10153111
1800,0.10273148
1900,0.09458752
2000,0.10197826
2100,0.1010838
2200,0.08265291
2300,0.08561928
2400,0.09569201
2500,0.07008536
2600,0.06450166
2700,0.08706642
2800,0.1026616
2900,0.09056324
3000,0.08242325
3100,0.065679744
3200,0.06934495
3300,0.059556253
3400,0.06498862
3500,0.05308146
3600,0.07502699
3700,0.06884303
3800,0.07640647
3900,0.05813118
4000,0.077183105
4100,0.058589973
4200,0.08243275
4300,0.053518638
4400,0.046221517
4500,0.05169574
4600,0.05496764
4700,0.055379275
4800,0.05075685
4900,0.062228546
5000,0.055812724
5100,0.051737025
5200,0.042401202
5300,0.05538731
5400,0.051931754
5500,0.048763614
5600,0.05793366
5700,0.043531835
5800,0.040037327
5900,0.06846593
6000,0.043508396
6100,0.04543844
6200,0.047697097
6300,0.038281582
6400,0.045329817
6500,0.038685005
6600,0.039872386
6700,0.03778079
6800,0.03717936
6900,0.03807666
7000,0.034146182
7100,0.03266867
7200,0.037418008
7300,0.041906793
7400,0.027338563
7500,0.03745399
7600,0.042412244
7700,0.0458609
7800,0.040841192
7900,0.032932784
8000,0.03205172
8100,0.029450748
8200,0.026732387
8300,0.024602264
8400,0.026415486
8500,0.030662078
8600,0.02969294
8700,0.02747839
8800,0.026757881
8900,0.042459898
9000,0.026455248
9100,0.026710674
9200,0.025388367
9300,0.029589813
9400,0.036129475
9500,0.024251586
9600,0.029908158
9700,0.023050377
9800,0.029897936
9900,0.023952398
10000,0.02839749
10100,0.02465666
10200,0.023598647
10300,0.02734265
10400,0.023709238
10500,0.03228073
10600,0.02453123
10700,0.03196849
10800,0.022098036
10900,0.022650857
11000,0.021374991
11100,0.02760053
11200,0.019398078
11300,0.021491278
11400,0.02558856
11500,0.021626465
11600,0.023613477
11700,0.02126253
11800,0.022094652
11900,0.021765973
12000,0.02184193
12100,0.021044519
12200,0.02635547
12300,0.024625938
12400,0.025355808
12500,0.022577638
12600,0.01890995
12700,0.022274494
12800,0.02210389
12900,0.018957196
13000,0.02033709
13100,0.021252714
13200,0.02075736
13300,0.018625643
13400,0.019329015
13500,0.022518165
13600,0.019076237
13700,0.020055313
13800,0.023294747
13900,0.01728759
14000,0.020216582
14100,0.019626617
14200,0.020452924
14300,0.019212756
14400,0.02395071
14500,0.028477402
14600,0.025371134
14700,0.022019332
14800,0.019449303
14900,0.026869746
15000,0.021498175
15100,0.017003922
15200,0.01928104
15300,0.019501895
15400,0.019822516
15500,0.02262406
15600,0.017032564
15700,0.016690781
15800,0.0193517
15900,0.017380442
16000,0.01592394
16100,0.017044684
16200,0.02138536
16300,0.020710656
16400,0.016522037
16500,0.019376209
16600,0.016240407
16700,0.019550478
16800,0.019816456
16900,0.025134504
17000,0.02109892
17100,0.02004742
17200,0.023113307
17300,0.020253656
17400,0.019991627
17500,0.019969692
17600,0.018095719
17700,0.021450184
17800,0.016848892
17900,0.016526386
18000,0.016849365
18100,0.015923964
18200,0.014205279
18300,0.015820093
18400,0.017546063
18500,0.014826786
18600,0.016974926
18700,0.015289027
18800,0.018742586
18900,0.018311039
19000,0.0166584
19100,0.018183408
19200,0.019813865
19300,0.017341653
19400,0.016925821
19500,0.016211033
19600,0.01612835
19700,0.019355468
19800,0.017746005
19900,0.01595228
20000,0.019429242
20100,0.01647224
20200,0.017075181
20300,0.016247973
20400,0.016044445
20500,0.024982259
20600,0.015873268
20700,0.015780216
20800,0.01675012
20900,0.018195573
21000,0.024600111
21100,0.014356797
21200,0.015703063
21300,0.01753468
21400,0.014223089
