step,loss
0,0.6822525
100,0.11056103
200,0.059074413
300,0.056957394
400,0.0377368
500,0.04283019
600,0.032445587
700,0.031479158
800,0.027420696
900,0.032488912
1000,0.02867739
1100,0.022866318
1200,0.026050396
1300,0.02356655
1400,0.01905367
1500,0.015985975
1600,0.022633895
1700,0.017568428
1800,0.015674867
1900,0.016645936
2000,0.015646916
2100,0.020530833
2200,0.021168776
2300,0.011279432
2400,0.015177079
2500,0.013522189
2600,0.01121003
2700,0.00991244
2800,0.014670681
2900,0.012942847
3000,0.010600263
3100,0.018725958
3200,0.011306053
3300,0.009393504
3400,0.00979698
3500,0.013511041
3600,0.010612726
3700,0.008592697
3800,0.009098272
3900,0.008880269
4000,0.0071760705
4100,0.007622588
4200,0.007986406
4300,0.008663936
4400,0.0072053294
4500,0.0070835366
4600,0.0071157124
4700,0.008253948
4800,0.0068503125
4900,0.0064739557
5000,0.0073734447
5100,0.0070900125
5200,0.0067738364
5300,0.0063015604
5400,0.006202831
5500,0.0054501607
5600,0.0071250405
5700,0.0054460308
5800,0.006612807
5900,0.008327624
6000,0.006932848
6100,0.005182107
6200,0.006246263
6300,0.0059952005
6400,0.005448131
6500,0.005219363
6600,0.005403248
6700,0.0052063866
6800,0.0060615237
6900,0.0052915486
7000,0.005006685
7100,0.0048658415
7200,0.00555713
7300,0.005103757
7400,0.006265471
7500,0.0050285785
7600,0.0049629374
7700,0.0052481056
7800,0.0046188966
7900,0.00476935
8000,0.0045248466
8100,0.0050383117
8200,0.004469297
8300,0.004078979
8400,0.004362484
8500,0.004961312
8600,0.004195116
8700,0.0039280267
8800,0.0041886214
8900,0.0045963293
9000,0.0045844554
9100,0.004218141
9200,0.0044099805
9300,0.004250443
9400,0.0043504764
9500,0.0041184486
9600,0.0056097806
9700,0.0053824466
9800,0.009869617
9900,0.004543877
10000,0.003979051
10100,0.004119289
10200,0.003709602
10300,0.004109204
10400,0.0032871645
10500,0.0032744624
10600,0.0035722328
10700,0.00389026
10800,0.0035833686
10900,0.0037367234
11000,0.0036352933
11100,0.0035602082
11200,0.0031998677
11300,0.0033614144
11400,0.003281993
11500,0.003612253
11600,0.0030390816
11700,0.0031821232
11800,0.003363892
11900,0.003390217
12000,0.003265263
12100,0.004325488
12200,0.0032219873
12300,0.0029567666
12400,0.0033539901
12500,0.0035862543
12600,0.0038156607
12700,0.0045569167
12800,0.004143109
12900,0.0037035777
13000,0.0033325953
13100,0.0033271925
13200,0.0034377237
13300,0.0031819628
13400,0.0032859375
13500,0.0030060373
13600,0.003254898
13700,0.0029967627
13800,0.0032100019
13900,0.0026901553
14000,0.0030310769
14100,0.003251473
14200,0.0030210912
14300,0.0030965467
14400,0.0028365285
14500,0.0028417986
14600,0.0031811686
14700,0.0027851842
14800,0.0027805348
14900,0.003057456
15000,0.0027822882
15100,0.0032130019
15200,0.0028587566
15300,0.0034690113
15400,0.005151575
15500,0.0054964456
15600,0.004127052
15700,0.0031910595
15800,0.00337951
15900,0.003045882
16000,0.0029955427
16100,0.003039044
16200,0.0034937975
16300,0.0027087044
16400,0.0028978256
16500,0.002564945
16600,0.002735958
16700,0.002520651
16800,0.0028004013
16900,0.0026953835
17000,0.002846941
17100,0.002763846
17200,0.0027619489
17300,0.0027962532
17400,0.0026436262
17500,0.0029511491
17600,0.002911188
17700,0.0028450887
17800,0.0026180462
17900,0.0027774125
18000,0.0026623502
18100,0.0026973633
18200,0.00282932
18300,0.0026407673
18400,0.002798551
18500,0.0024253705
18600,0.0027879886
18700,0.00329222
18800,0.0026340487
18900,0.0024304385
19000,0.0028456573
19100,0.0036610644
19200,0.0027333843
19300,0.003005914
19400,0.0032655434
19500,0.0029687192
19600,0.0031629498
19700,0.0028574741
19800,0.0025078668
19900,0.0028553733
20000,0.0028380975
20100,0.0026159906
20200,0.0022058554
20300,0.0024972921
20400,0.0023046255
20500,0.0023360655
20600,0.0026361002
20700,0.002484295
20800,0.0027815832
20900,0.0022855725
21000,0.0024532045
21100,0.0024418246
21200,0.0027100844
21300,0.0025408
21400,0.0025057958
