step,loss
0,0.6445626
100,0.17937686
200,0.15256025
300,0.14554693
400,0.09725009
500,0.08473889
600,0.11221588
700,0.08924476
800,0.109755546
900,0.11647957
1000,0.10368788
1100,0.07333753
1200,0.082094744
1300,0.118090205
1400,0.102089785
1500,0.08012575
1600,0.08873153
1700,0.06721476
1800,0.083172046
1900,0.064124614
2000,0.06429556
2100,0.055576235
2200,0.077854216
2300,0.08188423
2400,0.061973985
2500,0.064459294
2600,0.0537479
2700,0.062843926
2800,0.091589704
2900,0.05610218
3000,0.07895067
3100,0.04726321
3200,0.07311248
3300,0.06703698
3400,0.05487041
3500,0.04817843
3600,0.054361165
3700,0.06390891
3800,0.042153947
3900,0.05379076
4000,0.059200108
4100,0.05871976
4200,0.058324218
4300,0.0399255
4400,0.045581907
4500,0.05926561
4600,0.057828486
4700,0.026432227
4800,0.054204628
4900,0.045992006
5000,0.04802122
5100,0.06258154
5200,0.043477684
5300,0.04551001
5400,0.040685594
5500,0.04053114
5600,0.027689552
5700,0.040991887
5800,0.032585934
5900,0.041945405
6000,0.04481012
6100,0.032256126
6200,0.028435748
6300,0.039065853
6400,0.025304502
6500,0.030511912
6600,0.026480574
6700,0.038391262
6800,0.03909886
6900,0.027510524
7000,0.026808238
7100,0.033731375
7200,0.03194594
7300,0.022452855
7400,0.026714537
7500,0.025301397
7600,0.030621672
7700,0.032043435
7800,0.026458345
7900,0.02389026
8000,0.033160996
8100,0.021287516
8200,0.02524945
8300,0.020868225
8400,0.01762949
8500,0.023324959
8600,0.019866113
8700,0.02348961
8800,0.020939024
8900,0.025817465
9000,0.0150799975
9100,0.028654628
9200,0.023765981
9300,0.022065006
9400,0.023237007
9500,0.016573306
9600,0.01121057
9700,0.017273141
9800,0.01737649
9900,0.017448084
10000,0.01306076
10100,0.018032212
10200,0.018154237
10300,0.019771416
10400,0.020584537
10500,0.01550238
10600,0.0139481835
10700,0.019516496
10800,0.012686861
10900,0.012672363
11000,0.013660784
11100,0.010247426
11200,0.016859079
11300,0.014184628
11400,0.011244593
11500,0.01753261
11600,0.01759024
11700,0.0131475795
11800,0.016628727
11900,0.015341894
12000,0.01155339
12100,0.015803741
12200,0.0144049
12300,0.010717836
12400,0.015251569
12500,0.008226436
12600,0.010304869
12700,0.0120959915
12800,0.015995953
12900,0.012682112
13000,0.010674337
13100,0.009464933
13200,0.017635114
13300,0.013153223
13400,0.009735178
13500,0.010302933
13600,0.014666704
13700,0.011326048
13800,0.01367958
13900,0.007863909
14000,0.01614653
14100,0.013077393
14200,0.00757241
14300,0.0116140805
14400,0.009276137
14500,0.011306431
14600,0.008650494
14700,0.008021543
14800,0.016279634
14900,0.0100867115
15000,0.01279334
15100,0.009854164
15200,0.0109613165
15300,0.012314238
15400,0.009025549
15500,0.010405051
15600,0.009335247
15700,0.011573095
15800,0.015037091
15900,0.011739933
16000,0.015063593
16100,0.0071567153
16200,0.011857577
16300,0.010653619
16400,0.0068139657
16500,0.011823099
16600,0.0083389245
16700,0.008295834
16800,0.00608816
16900,0.0060231094
17000,0.0064335316
17100,0.00758709
17200,0.007212951
17300,0.0114024915
17400,0.009366633
17500,0.011807754
17600,0.015354861
17700,0.008939922
17800,0.016580647
17900,0.010545221
18000,0.00814176
18100,0.006021528
18200,0.0058443593
18300,0.009928326
18400,0.010507711
18500,0.006079512
18600,0.007599944
18700,0.0057306266
18800,0.006832238
18900,0.008842754
19000,0.008449048
19100,0.0062066773
19200,0.010261754
19300,0.015309734
19400,0.009993943
19500,0.008914307
19600,0.005174946
19700,0.010596033
19800,0.0057003996
19900,0.0053957724
20000,0.006444785
20100,0.007954823
20200,0.0072923834
20300,0.008617129
20400,0.0057418863
20500,0.0054498175
20600,0.0059104133
20700,0.0060695596
20800,0.00613877
20900,0.011430203
21000,0.012318606
21100,0.009321229
21200,0.014550179
21300,0.0067595467
21400,0.0074842493
